City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tianpeng,30.9866,103.9393,81.28,66,36,5.32,CN,1723462210
364,limoux,42.9167,2.1667,88.95,39,0,7.45,FR,1723462212
365,kabinda,-6.1333,24.4833,98.98,13,0,3.51,CD,1723462213
366,conception bay south,47.4999,-52.9981,67.05,91,38,14.36,CA,1723462076
367,ardestan,33.3761,52.3694,105.84,10,49,8.43,IR,1723462215
368,malabar,-33.9667,151.25,58.77,94,75,4.61,AU,1723462216
369,songjianghe,42.1859,127.479,68.97,95,8,2.73,CN,1723462217
370,queenstown,-31.8976,26.8753,62.19,25,65,8.39,ZA,1723462218
371,rangkasbitung,-6.3591,106.2494,78.15,76,100,3.29,ID,1723462219
372,nova vicosa,-17.8919,-39.3719,74.91,80,99,5.5,BR,1723462220
373,ulundi,-28.3352,31.4162,60.67,79,74,5.84,ZA,1723462221
374,olyokminsk,60.3736,120.4264,74.35,57,83,4.5,RU,1723462222
375,luau,-10.7073,22.2247,95.7,9,0,2.93,AO,1723462223
376,tefe,-3.3542,-64.7114,73.51,94,75,3.44,BR,1723462224
377,mosjoen,65.836,13.1908,63.12,72,75,2.3,NO,1723462225
378,wenzhou,27.9994,120.6668,86.43,75,29,4.18,CN,1723462226
379,rmi capitol,7.0893,171.3805,84.15,79,75,3.44,MH,1723462227
380,chui,-33.6971,-53.4616,46.29,60,82,13.38,UY,1723462229
381,gulf shores,30.246,-87.7008,77.04,98,0,0.0,US,1723462231
382,labasa,-16.4167,179.3833,70.81,83,100,8.39,FJ,1723462232
383,sanming,26.2486,117.6186,74.71,99,81,0.72,CN,1723462233
384,jumla,29.2747,82.1838,65.68,87,99,3.94,NP,1723462234
385,floro,61.5996,5.0328,62.56,55,0,5.75,NO,1723462235
386,tacuarembo,-31.7333,-55.9833,36.12,87,4,8.05,UY,1723462176
387,kuching,1.55,110.3333,84.42,79,20,2.3,MY,1723462237
388,kingston,17.997,-76.7936,83.35,74,20,4.61,JM,1723462096
389,wewak,-3.5534,143.6268,80.26,88,13,9.78,PG,1723462239
390,tarinkot,32.6268,65.8733,103.71,6,0,8.5,AF,1723462240
391,kolonia town,6.964,158.206,78.8,94,40,3.44,FM,1723462241
392,afaahiti,-17.75,-149.2833,74.32,87,70,8.75,PF,1723462242
393,twyford,51.4752,-0.8604,88.39,59,34,5.99,GB,1723462244
394,atar,20.5169,-13.0499,95.36,27,99,15.17,MR,1723462245
395,waingapu,-9.6567,120.2641,75.11,81,3,10.51,ID,1723462247
396,tabou,4.423,-7.3528,77.59,85,96,11.25,CI,1723462248
397,tannum sands,-23.9504,151.3693,66.09,94,75,13.8,AU,1723462250
398,makar'yev,57.8797,43.8069,57.47,94,100,7.2,RU,1723462251
399,port augusta,-32.5,137.7667,59.36,48,0,9.01,AU,1723462252
400,happy valley-goose bay,53.3168,-60.3315,64.71,63,75,5.75,CA,1723462253
401,kosh-agach,50.0,88.6667,67.17,34,67,12.03,RU,1723462254
402,tchintabaraden,15.8969,5.7985,89.96,48,85,9.22,NE,1723462255
403,mournies,35.4764,24.0092,88.2,48,0,8.05,GR,1723462256
404,codrington,-38.2667,141.9667,55.81,64,34,13.49,AU,1723462257
405,hanko,59.8333,22.95,60.06,88,99,26.78,FI,1723462259
406,jining,35.405,116.5814,80.19,79,7,6.6,CN,1723462260
407,maloyaroslavets,55.0146,36.4719,56.89,72,100,11.63,RU,1723462262
408,santa terezinha,-29.9002,-50.0904,47.61,75,25,20.47,BR,1723462263
409,sant lluis,39.8526,4.2594,90.0,51,0,12.66,ES,1723462264
410,lagos,6.5833,3.75,84.54,64,100,10.69,NG,1723462265
411,imbituba,-28.24,-48.6703,52.0,55,2,10.87,BR,1723462266
412,zapolyarnyy,69.4154,30.8136,69.75,44,4,10.07,RU,1723462267
413,dalandzadgad,43.5708,104.425,79.9,35,30,12.64,MN,1723462268
414,shingu,33.7333,135.9833,80.42,84,16,2.01,JP,1723462269
415,mao,39.8885,4.2658,90.16,51,0,12.66,ES,1723462271
416,lincheng,19.9078,109.6858,83.86,79,100,2.89,CN,1723462272
417,port alfred,-33.5906,26.891,65.17,56,73,8.01,ZA,1723462273
418,buta,2.7858,24.73,97.09,34,43,0.56,CD,1723462274
419,maragogi,-9.0122,-35.2225,79.97,66,37,11.81,BR,1723462275
420,pangoa,-12.1167,-73.0,66.9,85,80,1.19,PE,1723462276
421,jonquiere,48.4165,-71.2488,58.39,93,91,3.06,CA,1723462167
422,bela,25.9333,81.9833,92.25,61,98,4.14,IN,1723462278
423,impfondo,1.6381,18.0667,96.48,36,86,2.86,CG,1723462279
424,levuka,50.1834,-105.4011,46.13,93,20,6.91,CA,1723462280
425,sept-iles,50.2001,-66.3821,64.4,77,75,6.91,CA,1723462281
426,goz beida,13.95,20.55,85.37,57,92,7.45,TD,1723462282
427,chinna salem,11.65,78.9,90.64,58,95,4.97,IN,1723462283
428,florina,40.782,21.4098,94.32,18,0,7.76,GR,1723462284
429,manaure,11.7751,-72.4445,82.78,75,68,12.44,CO,1723462285
430,batticaloa,7.7102,81.6924,84.9,73,100,13.06,LK,1723462286
431,sao joao da barra,-21.6403,-41.0511,71.08,64,79,12.1,BR,1723462287
432,suva,-18.1416,178.4415,72.88,73,40,5.75,FJ,1723462288
433,edson,53.5835,-116.4356,50.14,87,0,5.75,CA,1723462291
434,lalganj,25.8667,85.1833,95.4,52,86,0.87,IN,1723462292
435,aqadyr,48.2553,72.8483,75.34,43,88,6.8,KZ,1723462293
436,nagqu,31.5,92.0,56.03,54,21,9.93,CN,1723462294
437,n'zeto,-7.2312,12.8666,74.79,74,100,6.49,AO,1723462295
438,zahedan,29.4963,60.8629,102.11,8,0,9.22,IR,1723462298
439,yoshida-kasugacho,37.6833,138.8833,78.87,93,29,7.34,JP,1723462299
440,cuttack,20.465,85.8793,87.17,71,100,11.72,IN,1723462300
441,palikir - national government center,6.9248,158.1611,77.74,94,40,3.44,FM,1723462301
442,rupea,46.0333,25.2167,89.96,27,0,8.01,RO,1723462302
443,karkala,13.2,74.9833,82.18,79,96,8.57,IN,1723462303
444,cordeiro,-22.0286,-42.3608,64.58,60,95,3.67,BR,1723462305
445,nykvarn,59.8,18.3,67.41,46,80,11.18,SE,1723462306
446,sale,34.0389,-6.8166,77.68,73,40,8.05,MA,1723462307
447,yakeshi,49.2833,120.7333,66.65,62,1,2.13,CN,1723462308
448,irituia,-1.7711,-47.4381,82.13,69,57,4.18,BR,1723462217
449,swift current,50.2834,-107.8014,56.21,76,0,11.5,CA,1723462311
450,badagry,6.4167,2.8833,82.18,73,91,14.5,NG,1723462312
451,yermentau,51.6214,73.1069,68.5,59,82,8.63,KZ,1723462313
452,severnoye,56.3491,78.3619,63.36,70,65,5.97,RU,1723462314
453,shushtar,32.0455,48.8567,119.26,7,0,10.33,IR,1723462315
454,archangelos,36.2149,28.1149,94.86,34,0,8.95,GR,1723462316
455,katabu,-4.9333,122.5167,75.76,77,88,6.26,ID,1723462317
456,tucuma,-0.1833,-50.05,83.14,69,41,6.51,BR,1723462318
457,mahina,-17.5065,-149.489,76.77,88,75,11.5,PF,1723462319
458,tegueste,28.5167,-16.3167,72.75,78,20,18.41,ES,1723462320
459,ghanzi,-21.5667,21.7833,86.23,7,0,5.88,BW,1723462250
460,abadan,30.3392,48.3043,118.35,11,0,13.8,IR,1723462322
461,villamontes,-21.25,-63.5,36.84,87,100,0.0,BO,1723462324
462,puerto baquerizo moreno,-0.9,-89.6,68.25,81,91,14.56,EC,1723462207
463,monze,-16.2833,27.4833,87.33,8,0,10.11,ZM,1723462326
464,arteche,12.2645,125.4048,80.02,86,79,2.68,PH,1723462327
465,bengkulu,-3.8004,102.2655,78.12,82,68,10.67,ID,1723462329
466,kamina,-8.7386,24.9906,93.61,11,3,6.69,CD,1723462330
467,zemio,5.0314,25.1361,90.07,44,46,2.98,CF,1723462332
468,san patricio,28.017,-97.5169,80.82,80,33,4.92,US,1723462333
469,yokadouma,3.5167,15.05,78.35,81,100,3.36,CM,1723462334
470,sungai penuh,-2.0833,101.3833,68.45,96,64,0.72,ID,1723462335
471,port el kantaoui,35.8924,10.5943,95.23,36,0,12.59,TN,1723462336
472,pudozh,61.8099,36.5345,65.79,58,100,6.35,RU,1723462337
473,east london,-33.0153,27.9116,68.94,34,0,13.8,ZA,1723462263
474,point pedro,9.8167,80.2333,86.05,69,84,3.36,LK,1723462339
475,mapastepec,15.4333,-92.9,75.83,78,100,4.52,MX,1723462340
476,bamboo flat,11.7,92.7167,84.29,79,75,9.22,IN,1723462342
477,dum duma,27.5667,95.5667,81.03,92,37,4.7,IN,1723462343
478,azemmour,33.2895,-8.3425,79.11,63,8,14.16,MA,1723462344
479,zhigalovo,54.8097,105.1578,66.38,87,99,5.44,RU,1723462345
480,karaton,-6.3424,106.1045,74.77,79,100,3.04,ID,1723462346
481,kondopoga,62.2057,34.2614,68.34,56,68,3.56,RU,1723462347
482,ipilan,8.8431,117.9033,80.44,86,74,4.92,PH,1723462348
483,blenheim,-41.516,173.9528,35.53,86,6,7.0,NZ,1723462349
484,bubaque,11.2833,-15.8333,79.25,84,100,11.52,GW,1723462350
485,ola,59.5833,151.2833,53.64,84,97,11.81,RU,1723462351
486,norilsk,69.3535,88.2027,72.86,30,58,2.08,RU,1723462352
487,letterkenny,54.95,-7.7333,63.59,59,55,16.42,IE,1723462353
488,qobustan,40.0824,49.412,85.75,53,30,13.22,AZ,1723462354
489,kachkanar,58.7,59.4948,52.14,97,82,3.44,RU,1723462355
490,kodinsk,58.6881,99.1844,64.15,70,77,3.91,RU,1723462356
491,cukai,4.25,103.4167,80.1,87,80,5.93,MY,1723462357
492,changping,40.2186,116.2197,76.28,65,54,5.3,CN,1723462358
493,talitsy,56.5289,42.3344,56.39,95,100,9.98,RU,1723462359
494,gaspe,48.8334,-64.4819,64.62,72,20,6.91,CA,1723462262
495,yeraliyev,43.2,51.65,87.37,32,22,7.99,KZ,1723462361
496,kaduy,59.2,37.15,69.73,44,98,7.76,RU,1723462362
497,st. john's,47.5649,-52.7093,67.78,87,100,18.41,CA,1723462344
498,chapaev,50.2,51.1667,80.65,26,94,15.55,KZ,1723462365
499,murun-kuren,49.6342,100.1625,59.05,95,100,4.34,MN,1723462366
500,patos,-7.0244,-37.28,84.52,38,49,11.41,BR,1723462367
501,chilliwack,49.1747,-121.9443,64.45,83,37,2.3,CA,1723462115
502,nort-sur-erdre,47.4333,-1.5,90.84,37,48,6.71,FR,1723462369
503,sabang,5.8933,95.3214,84.16,76,56,20.78,ID,1723462370
504,miyaly,48.8844,53.7836,81.64,39,42,5.61,KZ,1723462371
505,salavan,15.7167,106.4167,77.56,95,100,0.56,LA,1723462372
506,salalah,17.0151,54.0924,80.69,83,100,6.91,OM,1723462373
507,arno,60.1167,18.6333,63.91,61,100,14.83,SE,1723462374
508,kayangel,8.0823,134.7173,83.1,74,17,2.89,PW,1723462375
509,erzurum,40.0,41.5,79.21,33,5,8.41,TR,1723462376
510,arpacay,40.8487,43.3291,75.88,41,60,11.41,TR,1723462377
511,konarka,19.9,86.1167,85.87,76,67,14.97,IN,1723462378
512,bouarfa,32.53,-1.95,96.06,14,91,10.29,MA,1723462379
513,loreto,22.2667,-101.9667,57.38,88,87,2.51,MX,1723462380
514,mishelevka,52.8575,103.1719,58.8,97,100,12.68,RU,1723462381
515,meadow lake,34.8014,-106.5436,75.99,39,78,3.56,US,1723462383
516,waiuku,-37.25,174.75,56.66,88,53,11.56,NZ,1723462384
517,kabompo,-13.5927,24.2008,92.75,6,0,8.3,ZM,1723462385
518,kem',64.9555,34.5793,60.98,79,98,8.28,RU,1723462386
519,lazaro cardenas,17.9583,-102.2,77.94,87,100,2.48,MX,1723462349
520,medina,24.4686,39.6142,113.43,7,40,8.05,SA,1723462388
521,ust'-kut,56.7938,105.7672,67.37,61,98,9.95,RU,1723462389
522,alice town,25.7167,-79.3,84.24,75,1,11.72,BS,1723462132
523,padang,-0.9492,100.3543,79.86,86,72,4.18,ID,1723462391
524,castillos,-34.1667,-53.8333,46.0,59,71,13.47,UY,1723462392
525,bathsheba,13.2167,-59.5167,79.41,100,75,8.05,BB,1723462393
526,portland,45.5234,-122.6762,59.61,82,100,1.01,US,1723462146
527,heyuan,23.7333,114.6833,80.42,88,99,2.51,CN,1723462395
528,palmer,42.1584,-72.3287,59.52,85,0,0.0,US,1723462396
529,oncativo,-31.9135,-63.682,43.09,40,6,2.42,AR,1723462397
530,kapuskasing,49.4169,-82.4331,46.49,100,40,2.3,CA,1723462400
531,temirtau,50.0544,72.9483,77.88,36,90,14.54,KZ,1723462401
532,orosei,40.3798,9.6929,86.77,55,0,7.99,IT,1723462402
533,plastun,44.7561,136.2939,58.01,97,12,1.16,RU,1723462403
534,urangan,-25.3,152.9,66.33,85,100,22.1,AU,1723462404
535,dengzhou,37.8086,120.7508,80.56,74,5,2.19,CN,1723462405
536,tamandare,-8.7597,-35.1047,80.85,62,35,10.87,BR,1723462406
537,korla,41.7597,86.1469,91.17,20,35,7.11,CN,1723462407
538,liwale,-9.7667,37.9333,90.66,25,18,6.08,TZ,1723462408
539,lampasas,31.2168,-98.2336,72.61,93,0,7.87,US,1723462204
540,mugia,43.1041,-9.2179,68.58,90,93,7.14,ES,1723462410
541,minas de marcona,-15.2119,-75.1103,48.34,90,67,6.2,PE,1723462411
542,moyynkum,44.2914,72.9469,96.73,15,12,10.36,KZ,1723462412
543,fuding,27.3273,120.214,79.81,96,42,1.7,CN,1723462413
544,maun,-19.9833,23.4167,91.78,5,5,7.56,BW,1723462414
545,flying fish cove,-10.4217,105.6791,76.68,78,75,12.66,CX,1723462415
546,elliot lake,46.3834,-82.6331,51.22,89,100,4.12,CA,1723462147
547,bechar,31.6167,-2.2167,98.92,13,77,3.44,DZ,1723462417
548,dogbo,6.8167,1.7833,85.82,60,97,8.97,BJ,1723462419
549,tsiombe,-25.3,45.4833,85.8,23,0,12.73,MG,1723462420
550,acaponeta,22.4964,-105.3594,75.15,96,98,1.83,MX,1723462421
551,slavutych,51.5196,30.7343,69.21,50,0,8.99,UA,1723462422
552,i-n-salah,27.1935,2.4607,108.21,10,0,18.72,DZ,1723462423
553,haifa,32.8156,34.9892,90.54,55,20,12.66,IL,1723462424
554,greymouth,-42.4667,171.2,41.92,90,53,6.87,NZ,1723462425
555,macael,37.3097,-2.3012,92.14,27,1,8.95,ES,1723462426
556,tadine,-21.55,167.8833,68.14,69,100,17.76,NC,1723462427
557,satipo,-11.2522,-74.6386,67.37,97,84,0.83,PE,1723462428
558,tomatlan,19.9333,-105.25,73.47,93,98,3.18,MX,1723462429
559,maricopa,33.0581,-112.0476,81.46,65,0,4.61,US,1723462418
560,yinchuan,38.4681,106.2731,82.72,26,0,6.33,CN,1723462431
561,laojunmiao,39.8333,97.7333,77.49,19,100,5.5,CN,1723462432
562,el granada,37.5027,-122.4694,57.42,94,100,8.05,US,1723462433
563,superior,46.7208,-92.1041,62.71,87,0,4.61,US,1723462434
564,kani keli,-12.9536,45.1033,77.25,70,4,5.95,YT,1723462435
565,coronel dorrego,-38.7187,-61.2873,38.01,74,19,6.67,AR,1723462380
566,la sarre,48.8002,-79.1996,55.36,95,98,4.54,CA,1723462437
567,san luis de la loma,17.2706,-100.8939,76.6,80,100,4.79,MX,1723462439
568,villa bruzual,9.3328,-69.1208,73.87,95,10,1.23,VE,1723462440
569,noumea,-22.2763,166.4572,67.42,74,100,14.88,NC,1723462441
570,kalabo,-14.97,22.6814,93.45,6,0,11.54,ZM,1723462442
571,ust-nera,64.5667,143.2,54.39,94,98,6.4,RU,1723462443
572,prien am chiemsee,47.8667,12.3333,84.16,62,80,6.2,DE,1723462444
573,kievka,50.2619,71.5514,78.62,34,57,13.53,KZ,1723462445
574,kunming,25.0389,102.7183,76.93,44,0,8.95,CN,1723462446
575,shelby,35.2001,-89.8668,69.91,85,40,4.61,US,1723462447
576,riberalta,-10.9833,-66.1,66.4,88,40,4.61,BO,1723462448
577,erenhot,43.6475,111.9767,76.68,41,91,7.72,CN,1723462449
578,popondetta,-8.7537,148.2534,73.15,96,88,2.95,PG,1723462450
579,salinas,36.6777,-121.6555,55.92,95,100,8.05,US,1723462215
580,puerto padre,21.195,-76.6028,81.68,83,5,5.64,CU,1723462452
581,trincomalee,8.5711,81.2335,84.6,79,100,13.09,LK,1723462453
582,fraserburgh,57.6874,-2.0184,60.62,93,100,28.3,GB,1723462454
583,pitimbu,-7.4706,-34.8086,80.58,64,65,12.84,BR,1723462455
584,kutum,14.2,24.6667,85.23,48,90,9.4,SD,1723462456
585,monte alegre,-2.0078,-54.0692,78.64,77,18,3.13,BR,1723462457
586,ambon,-3.6954,128.1814,81.99,90,40,6.91,ID,1723462459
